date,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,z_SHOCK_Index,z_VOL_Base_Index,z_MDI_Index,z_LEARN_Index,z_ESCAPE_Index
2025-01-05,6.2,7.0,16.4,17.2,19.0,0.013252547372961691,-0.023296668517363353,-0.8658043864271554,0.24103043763787318,-0.5025877593445718
2025-01-12,5.8,4.6,19.0,12.8,19.4,-0.0357818779069959,-0.45729894075691785,-0.32565923743693265,-0.5243744111419534,-0.38994315300989757
2025-01-19,4.4,0.0,11.6,8.0,22.6,-0.20740236638684725,-1.2891366292160638,-1.8629954307167966,-1.3593615189017647,0.5112136976674998
2025-01-26,3.4,0.0,10.0,4.8,10.6,-0.3299884295867412,-1.2891366292160638,-2.1953924454800107,-1.9160195907416386,-2.8681244923727376
2025-02-02,5.8,6.8,13.8,11.2,24.8,-0.0357818779069959,-0.05946352453732626,-1.4059495354173774,-0.8027034470618907,1.1307590325082097
2025-02-09,7.6,15.2,17.6,15.0,26.2,0.18487303585281303,1.459544428301114,-0.6165066253547444,-0.14167198675204012,1.5250151546795703
2025-02-16,8.4,19.2,19.6,15.2,23.2,0.2829418864127282,2.1828815487003714,-0.20101035690072716,-0.10688085726204812,0.680180607169511
2025-02-23,8.8,12.0,17.0,15.8,25.0,0.3319763116926858,0.8808747319817084,-0.7411555058909499,-0.0025074687920714793,1.1870813356755467
2025-03-02,9.0,9.2,20.2,17.8,25.2,0.3564935243326645,0.37453874770222806,-0.07636147636452242,0.3454038261078498,1.243403638842884
2025-03-09,9.4,7.6,23.6,20.6,26.4,0.4055279496126221,0.08520389954252519,0.6299821800073074,0.8324796389677397,1.5813374578469075
2025-03-16,10.0,10.4,23.6,21.2,29.8,0.47907958753255836,0.5915398838220055,0.6299821800073074,0.9368530274377157,2.538816611691642
2025-03-23,12.0,10.8,21.4,18.6,29.0,0.7242517139323461,0.6638735958619313,0.1729362847078878,0.48456834406781846,2.3135273990222927
2025-03-30,13.2,9.6,21.0,15.4,25.2,0.8713549897722187,0.4468724597421539,0.08983703101708464,-0.0720897277720558,1.243403638842884
2025-04-06,13.6,7.8,22.2,15.2,21.2,0.9203894150521763,0.1213707555624881,0.3391347920894949,-0.10688085726204812,0.11695757549613821
2025-04-13,13.4,12.4,20.2,17.2,22.4,0.8958722024121976,0.9532084440216342,-0.07636147636452242,0.24103043763787318,0.4548913945001617
2025-04-20,12.0,10.0,21.8,18.2,23.6,0.7242517139323461,0.5192061717820797,0.2560355383986917,0.4149860850878338,0.7928252135041862
2025-04-27,9.0,8.0,14.0,15.2,18.4,0.3564935243326645,0.157537611582451,-1.3643999085719758,-0.10688085726204812,-0.671554668846584
2025-05-04,12.0,9.2,20.8,20.8,26.2,0.7242517139323461,0.37453874770222806,0.04828740417168306,0.8672707684577318,1.5250151546795703
2025-05-11,11.8,9.4,20.0,16.2,22.0,0.6997345012923675,0.41070560372219117,-0.11791110320992401,0.06707479018791253,0.34224678816548754
2025-05-18,14.2,2.8,16.6,13.6,20.8,0.9939410529721125,-0.7828006449365836,-0.8242547595817531,-0.38520989318198506,0.004312969161464034
2025-05-25,15.2,6.6,19.6,12.6,19.6,1.1165271161720065,-0.09563038055728916,-0.20101035690072716,-0.5591655406319457,-0.33362084984255946
2025-06-01,15.6,7.0,16.6,12.2,20.0,1.165561541451964,-0.023296668517363353,-0.8242547595817531,-0.6287477996119301,-0.2209762435078853
