,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR
2025-03-30,13.8,11.0,20.6,11.8,22.6,100.8612781433445,0.034552693293865566,117.48761999999999
2025-04-06,15.0,11.6,21.8,12.2,21.6,100.84746912435655,0.0345407585315094,116.64616000000001
2025-04-13,13.8,10.0,20.0,12.6,19.8,100.80358057631605,0.015608154585544654,115.28335999999999
2025-04-20,14.4,10.8,21.2,12.2,19.0,100.75969202827554,0.015605718820843606,112.61931999999999
2025-04-27,15.6,11.2,22.0,13.0,20.4,100.71580348023504,0.015603283816223446,112.17992
2025-05-04,14.8,11.8,20.6,13.2,20.0,100.67191493219454,0.015600849571395514,112.56662000000001
2025-05-11,15.0,11.8,17.8,13.6,19.4,100.83969279040403,0.02904677929658206,112.80522
2025-05-18,14.2,11.8,16.8,13.4,18.4,101.00747064861353,0.029038344592713372,114.13289999999999
2025-05-25,14.0,14.0,15.4,15.0,17.6,101.17524850682304,0.029029914786038447,112.82401999999999
2025-06-01,14.6,13.6,16.8,19.2,19.0,101.34302636503253,0.029021489872249617,112.45925
2025-06-08,15.6,14.4,18.0,24.4,20.6,101.40473579369414,0.056858620292787876,111.71300000000001
2025-06-15,15.2,13.6,17.6,24.0,19.4,101.46644522235577,0.056826309637147965,111.2695
2025-06-22,15.2,14.2,17.8,27.0,20.6,101.52815465101739,0.05679403568259467,111.1715
2025-06-29,13.8,13.4,16.0,24.2,19.0,101.58986407967902,0.056761798366555816,110.71396
2025-07-06,15.2,15.0,17.2,21.8,21.0,101.65157350834063,0.056729597626747896,109.74095
2025-07-13,18.0,18.0,18.0,27.8,23.4,101.59243652917397,0.09695371148390475,110.4656
2025-07-20,19.2,23.2,20.2,31.2,23.4,101.53329955000729,0.09685980231062263,111.19074
2025-07-27,20.8,23.0,20.8,37.0,24.2,101.47416257084062,0.09676607488180444,110.35564
2025-08-03,20.2,19.0,18.0,31.2,22.4,101.41502559167395,0.09667252867029408,112.04934
2025-08-10,17.2,16.8,18.2,32.0,22.2,101.43781538334062,0.0476218094185743,111.36652
2025-08-17,18.0,14.4,17.8,25.6,21.8,101.46060517500729,0.04759914184595537,111.08366000000001
2025-08-24,18.4,14.2,18.2,24.4,20.0,101.48339496667394,0.047576495842194255,111.32737999999999
2025-08-31,18.2,14.2,19.6,25.0,21.0,101.50618475834061,0.04755387137658218,111.08068
2025-09-07,19.2,12.8,20.6,20.4,19.4,101.52897455000728,0.04753126841832156,111.07322500000001
2025-09-14,21.2,13.0,22.4,31.4,22.8,101.5070940263209,0.027565144965113753,110.74413999999999
2025-09-21,19.8,14.0,24.6,36.2,24.4,101.48521350263451,0.027557548686862887,110.20832
2025-09-28,18.4,13.4,23.2,30.2,23.4,101.46333297894813,0.027549956594152825,111.02383999999999
2025-10-05,19.2,12.4,22.2,26.4,22.6,101.44145245526175,0.027542368683564078,111.09360000000001
2025-10-12,18.6,12.0,22.2,23.0,21.8,101.4256387442332,0.027534784951543934,111.96488
2025-10-19,19.8,13.2,21.8,22.2,22.2,101.40982503320464,0.027527205394739518,111.9972
2025-10-26,19.4,17.0,22.2,25.0,22.2,101.3940113221761,0.02751963000966473,112.07798
2025-11-02,21.4,16.4,24.4,28.8,24.4,101.37819761114754,0.02751205879287788,112.24628
2025-11-09,19.8,15.6,25.2,28.8,23.2,101.48423122565804,0.06221701928132983,113.16162
2025-11-16,20.0,14.8,28.0,32.4,24.0,101.59026484016852,0.062178333775420036,112.579775
2025-11-23,14.0,12.2,21.6,28.6,19.2,101.69629845467901,0.062139696347585094,113.13432
2025-11-30,18.2,18.8,31.2,38.2,26.8,101.80233206918949,0.06210110690834103,113.074475
2025-12-07,18.2,17.2,30.6,38.6,27.4,101.90836568369998,0.062062565368270484,112.27002
2025-12-14,17.0,15.4,24.6,32.2,25.0,101.99296934877623,0.05759141775592003,111.74354000000001
2025-12-21,12.8,12.0,16.8,27.6,20.6,102.07757301385247,0.05755826913271811,111.2859
2025-12-28,12.8,13.6,19.2,34.2,24.6,102.16217667892872,0.057525158647053765,110.92535
2026-01-04,15.8,18.0,26.8,36.8,30.2,102.24678034400496,0.0574920862332462,111.03845000000001
2026-01-11,17.2,18.4,28.0,43.8,30.8,102.26031166174971,0.12633037086957621,111.66872000000001
2026-01-18,17.6,20.0,29.2,40.2,31.0,102.27384297949448,0.12617097860438964,112.15522000000001
2026-01-25,18.2,21.0,31.2,39.2,40.8,102.28737429723923,0.1260119880459154,111.270925
2026-02-01,19.6,20.0,40.4,43.2,41.4,102.30090561498398,0.12585339767747783,109.25540000000001
2026-02-08,16.4,17.8,33.4,44.0,39.6,102.14215776606207,0.15770858373003183,110.26178
2026-02-15,17.8,17.4,36.4,46.6,38.4,101.98340991714015,0.15746025539131736,109.46354000000001
2026-02-22,18.2,19.4,41.4,49.2,39.4,101.82466206821823,0.15721270786004382,110.2728
2026-03-01,20.2,25.4,40.8,52.8,31.6,101.66591421929633,0.15696593745933018,110.30596
